COD_ITEM;ITEM;TIPO_ITEM;UNIDAD_MEDIDA;ProductID
0036R97YYN4;END SUPPORT;E;BTS;354
0036R98XKPW;SOLID CARBIDE END MILL;E;BTS;355
0036R98YHNP;GEAR PUMP;E;BTS;356
0036R99DHPL;CRANE SPARE PARTS;E;BTS;357
0036R99HJCD;SYNTHETIC WIG;E;BTS;358
0036R9BLMJJ;THERMAL TRANSFER CODE;E;BTS;359
0036R9CRTGP;TEMPERATURE CONTROLLER;E;BTS;360
0036R9CVX39;SURGE PROTECTOR;E;BTS;361
0036R9CYFLM;JM X4 1U SERVER;E;BTS;362
0036R9FD9VC;MILKER ACCESSORIES;E;BTS;363
0036R9FNGDT;CONTACT LENS CASE;E;BTS;364
0036R9FQCKY;APA CUERPO BOMBA;E;BTS;365
003-CHROME FLEXIBLE-CIAC;CHROME 6 FLEXIBLE RULE PN RULERF6 NS 009-2017 010-2017 011-2017 012-2017;LD;U;366
003-JUEGO GALGAS-CIAC;JUEGO GALGAS LARGAS PN FBL325A NS .005;LD;U;367
003-MALETA PITOTSTA-CIAC;MALETA PITOTSTATICA PN DPS350 NS 942;LD;U;368
003W5ASYC7J;FILTER DGPF-P;E;BTS;369
003W5ATCS39;FILTER DLHPVN;E;BTS;370
003W5ATG3KH;FILTER;E;BTS;371
003W5AVBVNN;FILTER;E;BTS;372
003W5AVMQFN;FILTER;E;BTS;373
003W5AVRBLN;FILTER;E;BTS;374
0041435MM;0041435MM - TAPON 35MM;NE;U;375
00427-19;CAJONES TUBOS PANELES BISAGRAS RUEDAS PROTECTORES DE CABLE PATAS PARA MESA CONEC;E;U;376
00513-21;ETIQUETAS-QUALA;E;BTS;377
0059189HKG;NOKIA ACCESORIES;E;BTS;378
0059425HKG;KODAK ACCESORIES;E;BTS;379
0059514-15 ORGANZA NZDO;ORGANZA - FV 0059514-0059515 - DTO:0052388;LD;U;380
0059532HKG;NOKIA ACCESORIES;E;BTS;381
0059739HKG;MOBILE PHONE KODAK;E;BTS;382
0059890HKG;MOBILE PHONE;E;BTS;383
005BX39842;MAQUINARIA PESADA PARA TRACTORES CA-TEKOM SAS-GCL;E;BTS;384
0060229HKG;C�MARA DE CARD�N-LUXURY;E;BTS;385
006-12866582;MOTO PARA COMERCIAL - AUTOCOLOMBIANA;E;BTS;386
006-12866593;MOTO PARA COMERCIAL - AUTOCOLOMBIANA;E;BTS;387
006-13044555;PATIENT MONITORING SYSTEMS AND ACCESSORIES;E;BTS;388
006-47068836;HILOS PARA SUTURAS QUIRURGICAS-ASSUT;E;BLL;389
006-47069153;HILOS PARA SUTURA QUIRURGICA-ASSUT;E;BTS;390
006-47069330;HILOS PARA SUTURAS QUIRURGICAS ASSUT MEDICAL LTDA;E;BTS;391
006-47069665;HILOS PARA SUTURAS QUIRURGICAS;E;BTS;392
006-47069901;AGUJAS PARA SUTURAS QUIRURGICAS ASSUT MEDICAL LTDA;E;BTS;393
006-47758292;MEDICAMENTOS;E;BTS;394
006-48318001;STENTHOR - RELOJES;E;BTS;395
006-50606312;HIGH FREQUENCY GENERATOR // ECORAY;E;BTS;396
0065-953695-0000 MOUSE PR;0065-953695-0000 MOUSE PRODISUR;NE;U;397
0065-TX-388 CASE PRODISUR;0065-TX-388 CASE PRODISUR;NE;U;398
0069-0070;PRENDAS DE VESTIR BULTOS 234;LD;BTS;399
006-HIGH PRESSURE-CIAC;HIGH PRESSURE GAUGE PN TPGP150DF NS .003;LD;BTS;400
0071-0072;PRENDAS DE VESTIR BULTOS 169;LD;BTS;401
0071-AFETY-ULTRA;AFETY CLIP - CIRCUIT BREAKE PN S4933959-531 N DOC 0071;LD;U;402
0071-CABLE-ULTRA;CABLE HOLDING STRAP PN 98A24403000000 N DOC 0071;LD;U;403
0071-FLEECE-ULTRA;FLEECE PN A225400454-204 N DOC 0071;LD;U;404
0071-LITHIUM-ULTRA;LITHIUM THICKENED PN AEROSHELLGREASE33 N DOC 0071;LD;U;405
0071-PACKING2-ULTRA;PACKING PN NAS1612-12A N DOC 0071;LD;U;406
0071-PACKING-ULTRA;PACKING PN NAS1611-017 N DOC 0071;LD;U;407
0071-PACKING-ULTRA1;PACKING PN NAS1612-4A N DOC 0071;LD;U;408
0071-RE08MM-ULTRA;RE 08 MM CRES NICKEL ALL PN MS9226-04 N DOC 0071;LD;U;409
0072-BAC707-ULTRA;BAC 707 WINGS PN 41177-728G9K62 LOTE 027301160410 N DOCS;LD;U;410
0072-DISCOSCOTCH-FAC1204;DISCO SCOTCH BRITE CAF� 2 COD. DI5528 FV. 70072;NE;U;411
0072-MASKING-ULTRA;MASKING TAPE PN 3M214 N DOCS 0072;LD;U;412
0072-WHITE-ULTRA;WHITE BAC 70846 PN 41122-909G0K13 N DOC 0072;LD;U;413
0073-NUT-ULTRA;NUT PN NAS1473A5 N DOCS 0073;LD;U;414
0073-SCREW-ULTRA;SCREW PN ASNA2001VS-15 N DOCS 0073;LD;U;415
0073-SIVEFILM-ULTRA;SIVE FILM TAPE PN 3MTAPE425 LOTE 2127811 N DOCS 0073;LD;U;416
007400-JFK0014361;SAMPLE NUITS DE NOHO W 17 ML-BBSA;E;U;417
0074562SZH;0074562SZH - CELULARES - ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;418
0074579SZH;0074579SZH-PARTES DE TELECOMUNICACIONES-TURKISH AIRLINES INC SUCURSAL COLOMBIA;E;BTS;419
0074580SZH;0074580SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;420
0074581SZH;0074581SZH-PARTES DE TELECOUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;421
0074582SZH;0074582SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;422
0074583SZH;0074583SZH - ACCESORIOS PARA TELECOMUNICACIONES - ZTE CORPORATION SUCURSAL COLO;E;BTS;423
0074585SZH;0074585SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;424
0074586SZH;0074586SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;425
0074587SZH;0074587SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;426
0074589SZH;0074589SZH - ACCESORIOS DE TELECOMUNICACIONES - ZTE CORPORATION SUCURSAL COLOMB;E;BTS;427
0074592SZH;0074592SZH - CELULARES - ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;428
0074593SZH;0074593SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;429
0074594SZH;0074594SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;430
0074595SZ H;0074595SZ H-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;431
0074596SZ H;0074596SZ H-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;432
0074597SZ H;0074597SZ H-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;433
0074598SZH;0074598SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;434
0074599SZH;0074599SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;435
0074-BOLT-ULTRA;BOLT BILND PN MS90353-0603 LOTE 377456 N DOC 0074;LD;U;436
0074-BOLT-ULTRA1;BOLT BLIND PN MS90353-0805 LOTE 54690 N DOC 0074;LD;U;437
0075643SZH;0075643SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;438
0075644SZH;0075644SZH - ACCESORIOS DE TELECOMUNICACIONES - ZTE CORPORATION SUCURSAL COLOMB;E;BTS;439
0075645SZH;0075645SZH - ACCESORIOS DE TELECOMUNICACIONES - ZTE CORPORATION SUCURSAL COLOMB;E;BTS;440
0075646SZH;0075646SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;441
0075647SZH;0075647SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;442
0075648SZH;0075648SZH - ACCESORIOS DE TELECOMUNICACIONES - ZTE CORPORATION SUCURSAL COLOMB;E;BTS;443
0075649SZH;0075649SZH - ACCESORIOS DE TELECOMUNICACIONES - ZTE CORPORATION SUCURSAL COLOMB;E;BTS;444
0075650SZH;0075650SZH-PARTES DE TELECOMUNICACIONES -ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;445
0075651SZH;0075651SZH - ACCESORIOS DE TELECOMUNICACIONES - ZTE CORPORATION SUCURSAL COLOMB;E;BTS;446
0075652SZH;0075652SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;447
0075653SZH;0075653SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;448
0075654SZH;0075654SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;449
0075655SZH;0075655SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;450
0075656SZH;0075656SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;451
0075657SZH;0075657SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;452
0075658SZH;0075658SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;453
0075659SZH;0075659SZH-PARTES DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;454
0075660SZH;0075660SZH - CONTROL REMOTO A JUEGO TIPO DE VENTILADOR VIRTUALIZADO - ZTE CORPOR;E;BTS;455
0075661SZH;0075661SZH-CELULARES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;456
0075662SZH;0075662SZH - XGS-PON CPE ZXHN F8648P - ZTE CORPORATION SUCURSAL COLOMBIA;LD;BTS;457
0075663SZH;0075663SZH-CELULARES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;458
0075664SZH;0075664SZH-EQUIPOS DE TELECOMUNICACIONES-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;459
0075665SZH;0075665SZH-PARTES ELECTRICAS BOARD. INTERFACE-ZTE CORPORATION SUCURSAL COLOMBI;E;BTS;460
0075666SZH;0075666SZH- PARTES DE TELECOMUNICAICONES GPON-ZTE CORPORATION SUCURSAL COLOMBIA;E;BTS;461
0075879SZH;MOBILE PHONE XIAOMI;E;BTS;462
0075-BOLT1-ULTRA;BOLT BLIND PN MS90353-0504 LOTE 88558621 N DOC 0075;LD;U;463
0075-BOLT2-ULTRA;BOLT BLIND PN MS90353-0604 LOTE 88512757 N DOC 0075;LD;U;464
0075-BOLT3-ULTRA;BOLT BLIND PN MS90353-0605 LOTE 88346920 N DOC 0075;LD;U;465
0075-BOLT4-ULTRA;BOLT BLIND PN MS90353-0804 LOTE 87223748 N DOC 0075;LD;U;466
0075-BOLT5-ULTRA;BOLT BLIND PN MS21140-0502 LOTE 87920455 N DOC 0075;LD;U;467
0075-BOLT-ULTRA;BOLT BLIND PN MS90353-0503 LOTE 273722 N DOC 0075;LD;U;468
0075-FASTENER1-ULTRA;FASTENER PN B100T06-03 LOTE 322282 N DOC 0075;LD;U;469
0075-FASTENER-ULTRA;FASTENER PN B100T06-02 LOTE 187192 N DOC 0075;LD;U;470
0077-LHFRAMED-ULTRA;LH FRAMED WINDOW PN SPSA320-9-2-2 NS 11293 N DOC 0077;LD;U;471
0078-ADHESIVE-ULTRA;ADHESIVE PN 1300L LOTE 1228T N DOC 0078;LD;U;472
0078-SEALANT1-ULTRA;SEALANT PN PR1828B1/2 LOTE 45744519-0853 N DOC 0078;LD;U;473
0078-SEALANT-ULTRA;SEALANT PN PR1828B1/2 LOTE 44956479-0747 N DOC 0078;LD;U;474
007-9970556;(DNB)QUAD 1GB ETHERNET I/O-TELEFONICA 1-CLIENTE INTERNO;LD;U;475
007-9970557;(DNB)MINI DIMM DDR-2 RAID C-TELEFONICA 1-CLIENTE INTERNO;LD;U;476
007-9984264;(DNB)ADAPTER-PCIE 1GB ETHER-TELEFONICA 1-CLIENTE INTERNO;LD;U;477
007-9984306;ETHERNET DELL POWERCONNECT-TELEFONICA 1-CLIENTE INTERNO;LD;U;478
007-9984557;(DNB)RAID ACTIVATION KEY FO-TELEFONICA 1-CLIENTE INTERNO;LD;U;479
007-9984558;SLIMLINE SATA DVDROM-TELEFONICA 1-CLIENTE INTERNO;LD;U;480
007-9984617;1GB ETHERNET SW 24-PORT DEL-TELEFONICA 1-CLIENTE INTERNO;LD;U;481
007-9986037;(DNB)SR1625UR SERVER CHASSI-TELEFONICA 1-CLIENTE INTERNO;LD;U;482
007-9986042;(DNB)650W HOT-SWAP POWER SU-TELEFONICA 1-CLIENTE INTERNO;LD;U;483
007-9986043;(DNB)FRONT PANEL CONTROL-ST-TELEFONICA 1-CLIENTE INTERNO;LD;U;484
007-9986113;ADAPTER-PCIE FC 8GB 4CH STD-TELEFONICA 1-CLIENTE INTERNO;LD;U;485
007-9986118;(DNB)CPU 2.40GHZ 4 CORE WES-TELEFONICA 1-CLIENTE INTERNO;LD;U;486
007-9986125;(OBSOLETE/INACTIVE)1U KMM C-TELEFONICA 1-CLIENTE INTERNO;LD;U;487
007-9986239;(DNB)DELL R710 OEM/MLK BASE-TELEFONICA 1-CLIENTE INTERNO;LD;U;488
007-9986467;(DNB)HARD DISK DRIVE 2.5 6-TELEFONICA 1-CLIENTE INTERNO;LD;U;489
007-9986471;ADAPTER-PCIE2 SAS2 6GB 2-PO-TELEFONICA 1-CLIENTE INTERNO;LD;U;490
007-9986474;(DNB)HARD DISK DRIVE 2.5 3-TELEFONICA 1-CLIENTE INTERNO;LD;U;491
007-9986829;SERVER CHASSIS (2)2.0GHZ E5-TELEFONICA 1-CLIENTE INTERNO;LD;U;492
007-9987124;SERVER CHASSIS (2)2.0GHZ RO-TELEFONICA 1-CLIENTE INTERNO;LD;U;493
007-9987140;(DNB)DIMM MEM 4GB DDR3-1333-TELEFONICA 1-CLIENTE INTERNO;LD;U;494
007-9987369;1U KMM CONSOLE 18.5 LCD RA-TELEFONICA 1-CLIENTE INTERNO;LD;U;495
007ALREP-1NPDVR-FAC;DVR DATA VIDEO RECORDER P/N AIAC-284 S/N 13 PL. 007 ALREP/2021;LD;U;496
007ALREP-NPDVR-FAC;DVR DATA VIDEO RECORDER P/N AIAC-284 S/N 4 PL. 007 ALREP/2021;LD;U;497
0080-HARDENER-ULTRA;HARDENER PN 40586.0000.0.502 LOTE 0587 N DOC 0080;LD;U;498
0082-BEARING;BEARING PLAIN SET PN KSP6009-1 LOT. 511104 INV. 30963;E;U;499
0082-BEARING-0;BEARING PLAIN SET PN KSP6009-1 LOT. 511104 INV. 30963;ZF;U;500
0082-FILTER;FILTER PN CH48110-1 INV. 30960;E;U;501
0082-NUT;NUT PN KFN542-6 LOT. 7002759-000 INV. 30962;E;U;502
0082-NUTLOCK;NUT LOCK NYLON PN MS21044N7 INV. 30960;E;U;503
0082-P-FILTER;FILTER PN CH48110-1 INV. 30960;ZF;U;504
0082-P-NUTLOCK;NUT LOCK NYLON PN MS21044N7 INV. 30960;ZF;U;505
0082-RIVET;RIVET PN NAS1097AD6-10 LOT. 140617012K INV. 30964;E;U;506
0082-WASHER;WASHER PN NAS1169C10L LOT. 740-7/14/19 INV. 30961;E;U;507
0095-PRIMER;PRIMER-INV 9634 P/N KAD9318-FD;E;U;508
009-COMPRESOR-CIAC;COMPRESOR PORTATIL KAESER M26 PN HETAA4 NS 1002;LD;BTS;509
009W51J8T7F;TRANSMITTER 7 SERIES;E;BTS;510
00A30Y338M3;INSDUSTRIAL  SCIENTIFIC;E;BTS;511
00USB145U007;SWITCH SAN;LD;U;512
00USB145U02F;SWITCH SAN;LD;U;513
00YACZ20263;ALIMENTOAS EN POLVO A BASE DE MACA;E;BTS;514
01 22 010188;PLATAFORMA LASER;E;BTS;515
01 22 100126;TEJIDOS;E;BTS;516
010.3030-LD;PILAR CICATRIZACI�N 3.0MM TSA S3;LD;U;517
010.4050-LD;PILAR CICATRIZACI�N 5.0MM TSA S4;LD;U;518
01001 EXT;HEAD.SEAL 500 SER. DB-L;E;U;519
0101-AMPLIFIER1-NZDO;DEVELOPMENT KIT FOR LINEAR POWER AMPLIFI INV I32754;LD;U;520
0101-AMPLIFIER-NZDO;5W LINEAR POWER AMPLIFIER 2.3-2.5 GHZ INV I32754;LD;U;521
0101-ANTENA1-NZDO;TRANSPORTATION CASE FOR TRACKING ANTENNA INV I32754;LD;U;522
0101-ANTENA2-NZDO;TRIPOD FOR TRACKING ANTENNA INV I32754;LD;U;523
0101-ANTENA3-NZDO;10 M CABLE ASSEMBLY FOR TRACKING ANTENNA INV I32754;LD;U;524
0101-ANTENA-NZDO;TRACKING ANTENNA SYSTEM INV I32754;LD;U;525
0101-BLADE-NZDO;2.4 GHZ BLADE ANTENNA FOR AIRCRAFT INV I32754;LD;U;526
0101-CONECTR-NZDO;MATCHED SERIAL TO SERIAL CONNECTOR INV I32754;LD;U;527
0101-DATA-NZDO;DATA ENCRYPTION OPTION INV I32754;LD;U;528
0101-EPSILON1-NZDO;EPSILON 140/140Z FIXED MOUNT INV I32754;LD;U;529
0101-EPSILON-NZDO;EPSILON 140 HD EO/IR OBJECT TRACKING PAC INV I32754;LD;U;530
0101-HIGH-NZDO;HIGH PRECISION GEO-LOCATION INCL. INS MO INV I32754;LD;U;531
0101-IP-NZDO;IP AIRLINK INV I32754;LD;U;532
0101-ISOLATOR-NZDO;VIBRATION ISOLATOR KIT FOR EPSILON 135/1 INV I32754;LD;U;533
0101-KIT-NZDO;DEVELOPMENT KIT FOR IP DATALINKS INV I32754;LD;U;534
0101-LENS-NZDO;60 MM IR LENS UPGRADE FOR EPSILON 140 INV I32754;LD;U;535
0101-MAIN-NZDO;MAIN INTERFACE CONNECTOR WITH PIGTAILS INV I32754;LD;U;536
0101-MAP-NZDO;MAP OVERLAY SOFTWARE INV I32754;LD;U;537
0101-MOVING-NZDO;MOVING TARGET INDICATOR ADVANCED INV I32754;LD;U;538
0101-ONBOARD-NZDO;ONBOARD RECORDING AND SNAPSHOT INV I32754;LD;U;539
0101-SETUP-NZDO;QUICK SETUP KIT FOR EPSILON 135/140/140Z INV I32754;LD;U;540
0101-VIDEO1-NZDO;VIDEO ENHANCEMENT INV I32754;LD;U;541
0101-VIDEO-NZDO;H.264 VIDEO ENCODING INV I32754;LD;U;542
01-033-01;PIEZAS TTO AGUA;E;BTS;543
01035XGL8NP;EAGEL EYE CAMERA;E;BTS;544
010400-JFK0014361;SAMPLE CHEZ BOND M 17 ML-BBSA;E;U;545
0104-GASKET;GASKET MLG PN 375992-5 INV. 4369-004;E;U;546
0105-PANELLIGHT;PANEL LIGHT PN PNL-01N-8119627 FV FE-10105;NE;U;547
0105-PANELLIGHT1;PANEL LIGHT PN PNL-60-860125 FV. FE-10105;NE;U;548
0105-TORNILLOS;TORNILLOS NEGROS TIPO MARIPOSA FV. 0105;NE;U;549
0106EALDNTY;AEQUALIS REVERSED;E;BTS;550
010EW290AV#585;010EW290AV#585;E;U;551
010RL-NPINDH1-FAC;IND HEIGHT PN 066-01153-0101 SN KRA405B7707;ZF;U;552
010X99S7QPG;PLAN B SAUVIGNON;E;BTS;553
011.3001-LD;TRANSFER IMPRESION MET�LICO DIRECTO TSA TSA ADVANCE CC S3;LD;U;554
011.3002-LD;TRANSFER IMPRESI�N MET�LICO DIRECTO TSA TSA ADVANCE CA S3;LD;U;555
011.4002-LD;TRANSFER IMPRESI�N MET�LICO DIRECTO TSA ADVANCE CA S4;LD;U;556
01-12012022NZDO;ACCESORIOS PARA CELULARES - TELESOURCE;LD;BTS;557
0118-ADHESIVESEALANT;ADHESIVE SEALANT-INV 0-1282 P/N CAF-4 LOT 1083602;E;U;558
0118-POLYSULFIDE;POLYSULFIDE SEALANTS-INV 0-1282 P/N MC 780 A-2 LOT 21370838;E;U;559
0118-SOLVENTGENERAL;SOLVENT GENERAL PURPOSE-INV 0-1282 P/N TECHNICLEAN AS58;E;GLL;560
0119-AFCS COMPUTER S--EJC;AFCS COMPUTER S-70I PN 70901-01803-103 SN D919-00845. D919-00902;E;U;561
0119-COMPUTER FLIGHT -EJC;COMPUTER FLIGHT DIR PN 70901-01802-101 SN B1211-00025;E;U;562
0119-CONTROL DISPLAY1-EJC;CONTROL DISPLAY UNIT PN 157510-3001-005 SN 0007409. 417. 916. 5510006;E;U;563
0119-DISPLAY UNIT FLY-EJC;DISPLAY UNIT FLIGHT PN 70600-01822-101 SN C912-21425. C912-21463;E;U;564
0119-GYROSCOPE RATE-EJC;GYROSCOPE. RATE PN TRU-2A/A SN 3968;LD;U;565
0119-PANEL FAULT-FUN-EJC;PANEL. FAULT - FUNCTION INDICATOR A PN 70550-81808-101 SN C1569-03075;E;U;566
0119-RECEIVER-TRANSMI-NZD;RECEIVER TRANSMITER RADAR PN HG7210AC02 SN B0515;LD;U;567
0119-SELECTOR MODE HS-EJC;SELECTOR MODE HSI-V P/N 70450-01901-114 SN 01060108;LD;U;568
0119-SERVO ROLL TRIM-EJC;SERVO ROLL TRIM PN 70400-02260-120 SN D332-00280. D332-02037;E;U;569
0119-TRINAVIGATION P1-EJC;TRINAVIGATION PROCESOR UNIT PN 81840-03-007C SN 32054335. 33641592. 97060673;E;U;570
0119-TRINAVIGATION PR-EJC;TRINAVIGATION PROCESOR UNIT PN 81840-03-007C SN 31649544. 31690482. 31941155;E;U;571
0119-UHF/VHF RADIO MX-EJC;UHF/VHF RADIO MXF-4027 S-70I PN 902844-801 SN BB0024;LD;U;572
0119-VIBRATION CONTRO-EJC;VIBRATION CONTROL S PN 70600-01816-103 SN B882-31691;LD;U;573
011-GATOS BOEING-CIAC;GATOS BOEING PN 02A7897C0100 NS 0047141101;LD;BTS;574
011-NPMAINWHEEL-FAC1017;MAIN WHEEL ASSY P/N 3-1660 S/N 1418 PL. 2022-ERCLA-011;LD;U;575
012.3000-LD;AN�LOGO DE IMPLANTE TSA S3;LD;U;576
01-2021-301401;VINOS MEGA TRADING;E;BTS;577
01-2021-301471;REFRIGERADOR DE LABORATORIO;E;BTS;578
01-2021-301493;GUIAS PARA MOTORES. GASOLINA PARA VEHICULOS FIAT Y LADA TODOS LOS MODELOS;E;BTS;579
01-2022-300090;RODAMIENTOS DE BOLA. BOCINES DE RUEDA. TRICETA EJE DIFERENCIAL;E;BTS;580
01-21-163417;MAQUINAS PARA SOLDADURA PARTES MAQUINA PARA SOLDADURA;E;BTS;581
01-21-168628;REPUESTOS PARA BUSES Y CAMIONES;E;BTS;582
01-21-168781;DO DICE CONTENER VINOS;E;BTS;583
012-1NPCOMFLIGHT-FAC1017;COMPUTER FLIGHT DIRECTOR P/N 522-4174-001 S/N 130 PL. 2022-ERCLA-012;LD;U;584
012-1NPRT1504-FAC1017;RT-1504/ARC-164(V) P/N E01617 S/N 1418 PL. 2022-ERCLA-012;LD;U;585
01-22-010220;CAUCHOS;E;BTS;586
0122-020RNZDO;FOSBEL -  MAQUINA DE SOLDAR CERAMICA;LD;BTS;587
01-22-106441;MAQUINA PARA ELABORAR HELADO;E;BTS;588
01-22-108003;MAQUINAS PARA HACER DISCOS DE PIZZA;E;BTS;589
01-22-109984;MAQUINA PARA HACER PIZZA;E;BTS;590
01-22-600001;EQUIPOS DE RESCATE POLEAS CASCOS Y GUANTES;E;BTS;591
01-22-600005;ARTICULOS Y ACCESORIOS PARA MASCOTAS TALES COMO JAULAS PARA ROEDORES. COMEDEROS.;E;BTS;592
01-22-600006;MAQUINAS PARA LA PREPARACION DE CAFE;E;BTS;593
0127-RHINO-NZDO;RHINO FUEL SEALER 9700 A/B PN 09-42226 INV 0-603;LD;U;594
0128-PANELLIGHT;PANEL LIGHT COD. PNL-HII-85543 FV. FE-10128;NE;U;595
0129-ACEITE-HK1771;ACEITE TURBO OIL 2380 LOT. E12000 P/N AC0299 FV. DA 21574;NE;U;596
012-DIGITAL TIRE-CIAC;DIGITAL TIRE PRESSURE GAUGE EQIPM PN TG7KT1 NS 002;LD;BTS;597
012-NPCOMFLIGHT-FAC1017;COMPUTER FLIGHT DIRECTOR P/N 522-4174-001 S/N 249 PL. 2022-ERCLA-012;LD;U;598
012-NPINERTIAL-FAC1017;INERTIAL NAV UNIT P/N 890500-11 S/N STD-0493 PL. 2022-ERCLA-012;LD;U;599
012-NPROCESSOR-FAC1017;PROCESSOR FLIGHT CONTROL AUT PILOT P/N 5050051-9 S/N 96060039 PL. 2022-ERCLA-012;LD;U;600
012-NPTR1504-FAC1017;RT-1504/ARC-164(V) P/N 707650-801 S/N B02195 PL. 2022-ERCLA-012;LD;U;601
012-TERMOHIGROMETRO-CIAC;TERMOHIGROMETRO PN ETP-110-1;LD;BTS;602
012X15HSVH9;PARE PARTS KIT;E;BTS;603
0131-PESOBALANCE-CIACNZDO;SISTEMA PESO Y BALANCE PN M2400-4-100CS NS FFAA86;LD;BTS;604
0133-MON VI83HVAB ACER;0133-MONITOR ACER VI83HVAB HERITAGE INV 4085304;E;U;605
0133-SEALANT;SEALANT-INV 30873 P/N PR1440B1/2;E;U;606
0133-TANKSEALANT;TANK SEALANT-INV 30883 P/N PR1776MB2BPT LOT 44682887F-10;E;U;607
0134-DYNEEMAPANEL;DYNEEMA PANEL PN HB24T-75 INV. 510;E;U;608
0134-DYNEEMAPANELMUESTRA;DYNEEMA PANEL PN HB24T-75 INV. 518;E;U;609
014-14658976;MOBILE PHONE;E;BTS;610
014-14658980;CELULARES - TELESOURCE;E;BTS;611
014-14659013;014-14659013 NEXSYS DE COLOMBIA SAS MOBILE PHONE;E;BTS;612
014-14659422;CELULARES - TELESOURCE;E;BTS;613
014-18897852;TEXTIL;E;BTS;614
014-19009465;TEJIDOS TEXTILES;E;BTS;615
014-19015824;TEXTILES;E;BTS;616
014-21553254;014-21553254 NEXSYS DE COLOMBIA MOBILE PHONE;E;BTS;617
014-21553265;CELULARES - TELESOURCE;E;BTS;618
014-21570813;XCB DE COLOMBIA LIMITED SUCURSAL COLOMBIA CELULARES;E;BTS;619
014-21570824;XCB DE COLOMBIA LIMITED SUCURSAL COLOMBIA CELULARES;E;BTS;620
014-21570835;XCB DE COLOMBIA LIMITED SUCURSAL COLOMBIACELURARES;E;BTS;621
014-21570986;MOBILE PHONE XIAOMI;E;BTS;622
014-21570990;MOBILE PHONE XIAOMI;E;BTS;623
014-21571001;MOBILE PHONE XIAOMI;E;BTS;624
014-21571012;MOBILE PHONE XIAOMI;E;BTS;625
014-21571023;014-21571023 NEXSYS DE COLOMBIA SAS MOBILE PHONE;E;BTS;626
014-21571045;014-21571045 NEXSYS DE COLOMBIA SAS MOBILE PHONE;E;BTS;627
014-21571104;MOBILE PHONE;E;BTS;628
014-21571126;MOBILE PHONE XIAOMI;E;BTS;629
014-21571130;MOBILE PHONE XIAOMI;E;BTS;630
014-21571152;MOBILE PHONE XIAOMI;E;BTS;631
014-21571174;MOBILE PHONE XIAOMI;E;BTS;632
014-21571233;MOBILE PHONE;E;BTS;633
014-21571244;MOBILE PHONE XIAOMI;E;BTS;634
014-21571270;MOBILE PHONE;E;BTS;635
014-21571303;MOBILE PHONE;E;BTS;636
014-21571314;MOBILE PHONE XIAOMI;E;BTS;637
